Compound_ID,SMILES,actual,Wavelength
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000321938,311
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000797179,312
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000643876,313
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000291277,314
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,315
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000183964,316
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000245286,317
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000950483,318
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000766518,319
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00041392,320
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00084317,321
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001165108,322
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000153304,323
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,324
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,325
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000674536,326
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000873831,327
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000858501,328
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000551893,329
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,330
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000659206,331
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000229956,332
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,333
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00041392,334
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00082784,335
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001579028,336
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001395064,337
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000705197,338
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001502376,339
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,340
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000536563,341
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001333742,342
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000996474,343
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000260616,344
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000705197,345
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000505902,346
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000567224,347
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000459911,348
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000797179,349
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000275947,350
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000858501,351
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00041392,352
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00039859,353
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001057795,354
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000306607,355
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,356
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000367929,357
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001088456,358
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000735858,359
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001057795,360
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000551893,361
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000459911,362
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,3.07E-05,363
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000199295,364
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000367929,365
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000505902,366
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000490572,367
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000321938,368
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000245286,369
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000183964,370
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000137973,371
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000137973,372
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000183964,373
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000214625,374
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000229956,375
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000245286,376
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000275947,377
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000306607,378
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000352598,379
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000352598,380
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000337268,381
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000337268,382
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000321938,383
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00039859,384
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000567224,385
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000199295,386
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000536563,387
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000582554,388
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000137973,389
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,390
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,391
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0,392
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,6.13E-05,393
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,3.07E-05,394
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00039859,395
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.00039859,396
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000996474,397
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.000306607,398
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,4.60E-05,399
Diphenhydramine,CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C,0.001103787,400
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,1,220
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.988571725,221
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.956624503,222
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.905197268,223
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.841302823,224
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.773330563,225
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.711513987,226
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.661047765,227
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.625256487,228
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.604711566,229
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.593854705,230
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.588660035,231
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.58699774,232
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.588634061,233
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.592244357,234
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.594893639,235
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.595491026,236
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.590114542,237
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.57754344,238
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.558816654,239
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.53421989,240
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.508168619,241
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.48616919,242
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.470273499,243
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.461104906,244
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.457988104,245
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.460741279,246
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.466845017,247
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.473052648,248
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.479416119,249
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.485415963,250
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.49011714,251
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.493130049,252
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.496168931,253
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.500818161,254
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.505882964,255
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.510947768,256
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.516454118,257
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.517467079,258
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.50972702,259
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.493831329,260
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.47074102,261
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.443520948,262
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.416768396,263
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.393314459,264
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.373834446,265
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.3552635,266
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.336095166,267
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.311965923,268
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.282486169,269
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.247863692,270
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.210306226,271
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.1732942,272
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.140541804,273
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.116048934,274
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.096465027,275
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.083426405,276
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.073712371,277
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.069764422,278
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.065582712,279
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.064284045,280
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.063323031,281
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.062050336,282
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.061634763,283
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.061063349,284
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.062336043,285
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.064258071,286
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.065348952,287
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.068465754,288
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.071374769,289
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.073764318,290
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.078855095,291
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.083244591,292
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.086750993,293
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.089166515,294
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.090724916,295
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.092880704,296
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.096776707,297
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.099581829,298
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.104490792,299
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.110724397,300
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.118594322,301
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.126983715,302
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.13524324,303
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.144749487,304
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.152047999,305
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.158930937,306
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.165606088,307
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.174021454,308
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.180644659,309
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.191111919,310
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.203137581,311
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.215552843,312
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.23072128,313
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.246123477,314
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.262902262,315
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.278823927,316
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.293524844,317
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.308823147,318
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.323420171,319
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.334978312,320
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.349601309,321
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.365782707,322
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.383262772,323
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.404508974,324
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.427235656,325
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.452663567,326
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.479156386,327
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.50429859,328
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.526349965,329
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.543310563,330
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.551985663,331
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.551673982,332
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.547674086,333
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.537726293,334
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.525986338,335
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.519622867,336
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.515752838,337
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.517259292,338
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.52406431,339
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.535440638,340
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.550661022,341
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.568790421,342
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.581595283,343
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.586114646,344
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.575179865,345
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.5486351,346
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.505129737,347
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.444793642,348
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.379158983,349
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.31232955,350
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.248928599,351
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.191995013,352
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.145866341,353
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.108334848,354
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.080569336,355
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.059401055,356
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.044128724,357
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.03309005,358
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.025142204,359
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.018285239,360
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.012649022,361
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.009947794,362
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.008233552,363
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.006753071,364
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.005895951,365
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.005402457,366
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.005246617,367
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.004857017,368
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.003947949,369
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.003116802,370
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.002363575,371
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.001792161,372
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.001402561,373
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.001116854,374
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.000986987,375
Hydroxychloroquine,CCN(CCCC(NC1=C2C=CC(Cl)=CC2=NC=C1)C)CCO,0.000831147,376
